"X50s","X60s","X70s","X80s","X90s","X00s"
0.677854938271605,0.864637027491409,0.529776266725159,0.706012431269424,0.591824874079814,0.457991242474001
0.752700617283951,0.792579467353952,0.558181618776047,0.669913937365527,0.537969779155366,0.58011767925561
0.744984567901234,0.820983676975945,0.505099802588287,0.739540999282811,0.570386155236988,0.491310892172961
0.793016975308642,0.785814003436426,0.598760693134459,0.626404494382023,0.523053080201472,0.54276135741653
0.716628086419753,0.778404209621993,0.576442202237333,0.686708104231413,0.574002324680357,0.538793103448276
0.741898148148148,0.823560996563574,0.577264751041895,0.603693521396127,0.534224460803306,0.583675424192666
0.779706790123457,0.828232388316151,0.56234919938583,0.600765001195314,0.541392225235697,0.654625068418172
0.755787037037037,0.727448453608247,0.550559333187102,0.588333731771456,0.50452021180421,0.543308702791461
0.721836419753086,0.825010738831615,0.62535643781531,0.748744919913937,0.635089758491541,0.590585659551177
0.831983024691358,0.819158075601375,0.51458653213424,0.659096342338035,0.549593180937621,0.551518883415435
0.777199074074074,0.804606958762887,0.528405352050888,0.612897442027253,0.579620302208446,0.509578544061303
0.692901234567901,0.852824312714777,0.593715727133143,0.71491752330863,0.502001808084722,0.582033388067871
0.830054012345679,0.823399914089347,0.554617240622944,0.660769782452785,0.597055404881829,0.572660098522167
0.748842592592593,0.845038659793814,0.558510638297872,0.647561558689935,0.56115200826553,0.556376573617953
0.673611111111111,0.844501718213058,0.631388462382101,0.702546019603156,0.520340953118946,0.552818828680898
0.744984567901235,0.774753006872852,0.537727571835929,0.669555343055224,0.556308924189591,0.641009852216749
0.821759259259259,0.858408505154639,0.659026102215398,0.667463542911786,0.494188299108873,0.50116310892173
0.772376543209876,0.860609965635739,0.552094757622286,0.633755677743246,0.569030091695725,0.524151614668856
0.76195987654321,0.808902491408935,0.536137310813775,0.655868993545302,0.567738602608808,0.566297208538588
0.665123456790123,0.813251718213058,0.557413906558456,0.644274444178819,0.5202763786646,0.588738368910783
0.727816358024691,0.864798109965636,0.594867295459531,0.629870906048291,0.504068190623789,0.564107827038862
0.765239197530864,0.824742268041237,0.587683702566352,0.714021037532871,0.53415988634896,0.535030103995621
0.663773148148148,0.780927835051546,0.575126124150033,0.719220655032274,0.683972620431357,0.528735632183908
0.751350308641975,0.86560352233677,0.633691599034876,0.693999521874253,0.539519566059667,0.579501915708812
0.80516975308642,0.798754295532646,0.52719894713753,0.694656944776476,0.586981790003874,0.56663929939792
0.860532407407407,0.816580756013746,0.696808510638298,0.666088931388955,0.54462094795299,0.541050903119869
0.789351851851852,0.831078178694158,0.613018205746874,0.74073631365049,0.542942012139997,0.534756431308155
0.752121913580247,0.820715206185567,0.499945163413029,0.593354052115706,0.550109776572388,0.570675971538041
0.854552469135803,0.797465635738832,0.572768150910287,0.72615347836481,0.568126049334883,0.609948002189381
0.77662037037037,0.81738616838488,0.5689844264093,0.594668897920153,0.494252873563218,0.586685823754789
0.643325617283951,0.850032216494845,0.563226584777363,0.639254123834568,0.537840630246674,0.539272030651341
0.789930555555555,0.86742912371134,0.622285588944944,0.625986134353335,0.592212320805889,0.560686918445539
0.773726851851852,0.877577319587629,0.548804562404036,0.603573989959359,0.56974041069353,0.555008210180624
0.770833333333333,0.771692439862543,0.620421144987936,0.694477647621324,0.621593697533256,0.560823754789272
0.770640432098765,0.818245274914089,0.538495284053521,0.574826679416687,0.547203926126824,0.586822660098522
0.869984567901235,0.815882731958763,0.508828690502303,0.688979201530002,0.525442335012269,0.561097427476738
0.734953703703704,0.824957044673539,0.558291291949989,0.659454936648339,0.544233501226915,0.473111658456486
0.793981481481482,0.7834514604811,0.558675148058785,0.658140090843892,0.508717551336691,0.574507389162562
0.799575617283951,0.848904639175258,0.593935073481026,0.608235715993306,0.591372852899393,0.591133004926108
0.733410493827161,0.831615120274914,0.574687431454266,0.678819029404733,0.485406173317835,0.500821018062397
0.782793209876543,0.82678264604811,0.646139504277254,0.621085345445852,0.510396487149684,0.570949644225506
0.701774691358025,0.818513745704467,0.56827155077868,0.620368156825245,0.576972749580266,0.482074438970991
0.792824074074074,0.815667955326461,0.552972143013819,0.631723643318193,0.507232338886736,0.54584017515052
0.79320987654321,0.797573024054983,0.580171090151349,0.68240497250777,0.553596797107064,0.53024083196497
0.794367283950617,0.808526632302406,0.533285808291292,0.687604590007172,0.53713031124887,0.492063492063492
0.775077160493827,0.823829467353952,0.49802588286905,0.64367678699498,0.580847216841018,0.4896004378763
0.787037037037037,0.780874140893471,0.537946918183812,0.666626822854411,0.56567222006974,0.572249589490969
0.803433641975309,0.852341065292096,0.599309059004168,0.658080325125508,0.625080718067932,0.506294471811713
0.823688271604938,0.832742697594502,0.58225488045624,0.632082237628496,0.545524990313832,0.547413793103448
0.839891975308642,0.847347508591065,0.589712656284273,0.732189815921587,0.607322743122821,0.438697318007663
0.794560185185185,0.823453608247423,0.528953717920597,0.590843891943581,0.494123724654527,0.580801860974275
0.835841049382716,0.796230670103093,0.590096512393069,0.667642840066938,0.56754487924577,0.512657361795293
0.756558641975309,0.809170962199313,0.641807413906558,0.699318670810423,0.533837014077231,0.427750410509031
0.697723765432099,0.844125859106529,0.62469839877166,0.614570882142003,0.560247965904688,0.513888888888889
0.846836419753086,0.863079896907216,0.579293704759816,0.568670810423141,0.597959447242671,0.567255062944718
0.721836419753086,0.820446735395189,0.663358192586093,0.576141525221133,0.561539454991605,0.565613026819923
0.787808641975309,0.809707903780069,0.558620311471814,0.65264164475257,0.504584786258556,0.562534209085933
0.845486111111111,0.826353092783505,0.532901952182496,0.631783409036577,0.570967325326101,0.552476737821565
0.785493827160494,0.841494845360825,0.614498793595087,0.698123356442744,0.53525765207284,0.465927750410509
0.718364197530864,0.835749570446735,0.615101996051766,0.611044704757351,0.531189461449051,0.46148056923919
0.793595679012346,0.809332044673539,0.61735029611757,0.685333492708582,0.531641482629472,0.573412698412698
0.783179012345679,0.815077319587629,0.56964246545295,0.734998804685632,0.58924189590598,0.499589490968801
0.741898148148148,0.810513316151203,0.631059442860276,0.71097298589529,0.609195402298851,0.633347016967707
0.77662037037037,0.827480670103093,0.545898223294582,0.597119292373894,0.537582332429291,0.46455938697318
0.765817901234568,0.799506013745705,0.604628207940338,0.596402103753287,0.613005295105256,0.578680897646415
0.773148148148148,0.80138530927835,0.482232945821452,0.710674157303371,0.521115846571096,0.461275314723591
0.822916666666667,0.828393470790378,0.467865760035095,0.683002629691609,0.581299238021439,0.566434044882321
0.717592592592593,0.836877147766323,0.641478394384734,0.670093234520679,0.558310732274312,0.566981390257252
0.655478395061728,0.805036512027491,0.585380565913578,0.618395888118575,0.524990313831848,0.595785440613027
0.76195987654321,0.822433419243986,0.628920815968414,0.710793688740139,0.544556373498644,0.615831964969896
0.780864197530864,0.800687285223368,0.581706514586532,0.703741333970834,0.562701795169831,0.56876026272578
0.713348765432099,0.824259020618557,0.572768150910287,0.688441310064547,0.630504972232985,0.55719759168035
0.836033950617284,0.874463058419244,0.57890984865102,0.638895529524265,0.550368074389771,0.562055281882868
0.702546296296296,0.862006013745705,0.605889449440667,0.701589768109013,0.552369882474493,0.621647509578544
0.74633487654321,0.77013530927835,0.56234919938583,0.692146784604351,0.596990830427483,0.595853858784893
0.849922839506173,0.808419243986254,0.643946040798421,0.662801816877839,0.59485987343407,0.521893814997263
0.762924382716049,0.846112542955326,0.566461943408642,0.566579010279704,0.491863618752422,0.466406677613574
0.668016975308642,0.840796821305842,0.639504277253784,0.633934974898398,0.538486374790133,0.633620689655172
0.712962962962963,0.859213917525773,0.562897565255538,0.660112359550562,0.615394549916053,0.530788177339901
0.771990740740741,0.842246563573883,0.56037508225488,0.654195553430552,0.511817125145293,0.56356048166393
0.828317901234568,0.8303264604811,0.590480368501864,0.679715515180492,0.599250936329588,0.490079365079365
0.790316358024691,0.815990120274914,0.559497696863347,0.666865885727946,0.617460932455121,0.54796113847838
0.790123456790123,0.764926975945017,0.577813116911603,0.648039684437007,0.485599896680873,0.455254515599343
0.854938271604938,0.851374570446735,0.523634568984426,0.680492469519484,0.575487537130311,0.551655719759168
0.736111111111111,0.840689432989691,0.56761351173503,0.615347836480995,0.578135089758491,0.528735632183908
0.723765432098765,0.784686426116838,0.653926299627111,0.704518288309825,0.520340953118946,0.577723043240285
0.780478395061728,0.825279209621993,0.476749287124369,0.651565861821659,0.498321064187008,0.573754789272031
0.768904320987654,0.808204467353952,0.572987497258171,0.663519005498446,0.542554565413922,0.552408319649699
0.82445987654321,0.775719501718213,0.538385610879579,0.705414774085585,0.556050626372207,0.44896004378763
0.823302469135802,0.797841494845361,0.529885939899101,0.569089170451829,0.483727237504843,0.596674876847291
0.733410493827161,0.818245274914089,0.550998025882869,0.69836241931628,0.481854578328813,0.542829775588396
0.783179012345679,0.784579037800687,0.641588067558675,0.642541238345685,0.521567867751518,0.564313081554461
0.844135802469136,0.844823883161512,0.50466110989252,0.627241214439398,0.629859227689526,0.559181718664477
0.844135802469136,0.863026202749141,0.555933318710243,0.63943342098972,0.525700632829653,0.503762999452655
0.798225308641975,0.822164948453608,0.465123930686554,0.700155390867798,0.616750613457316,0.592432950191571
0.798611111111111,0.790378006872852,0.569423119105067,0.678221372220894,0.565543071161049,0.509578544061303
0.790123456790124,0.804123711340206,0.575784163193683,0.665371742768348,0.552369882474493,0.566297208538588
0.799189814814815,0.841172680412371,0.560868611537618,0.693760459000717,0.577812217486762,0.53236179529283
0.719135802469136,0.866462628865979,0.551765738100461,0.596939995218743,0.553403073744027,0.510673234811166
0.73804012345679,0.783129295532646,0.543540250054837,0.588991154673679,0.498514787550045,0.507047071702244
0.751157407407407,0.814755154639175,0.627275718359289,0.632201769065264,0.565155624434973,0.460454296661193
0.783371913580247,0.782431271477663,0.572219785040579,0.635548649294765,0.577683068578071,0.597222222222222
0.780478395061728,0.795801116838488,0.554178547927177,0.551996174994023,0.601833914503422,0.610837438423645
